ID,Price,Condition,Brand,Model,Edition,Operating System,Memory,Network,SIM Support,RAM,No. of Camera,Screen Size,Battery,Processor,Item type,Features,Description
791,60000,Used,Apple,iPhone 11,128GB,,,,,,,,,,,,Menaka Traders (🔥 officially verified seller🔥) | iPhone 11 (128GB) ( cheese condition units) | (ORIGINAL DISPLAY ORIGINAL BATTERY)CHECK AND BUY. | full set box available (not free). | 01 month phone to phone Warrenty available. | 💯 Brand new Condition 💯 | Check and buy | . PHONE EXCHANGE AVAILABLE | (MINT CONDITIONS | BROKEN PHONES | DISPLAY AND BATTERY NOT WORKING UNITS | ) | ✨Not Used in Sri Lanka ✨ | Best and quality price in market. | ❇️88 up🔋battery life . | ❇️No any hidden errors Can check before buy. | ❇️No Any Country Lock or iCloud Lock. | ❇️iPhone To iPhone Exchange Possible . | WHOLESALE AND RETAIL AVAILABLE. | BEST AND QUAILTY PRICES. | CASH/VISA MASTER CREDIT CARDS/BANK TRANSFER AVAILABLE. | LOCATION- MENAKA TRADERS | (DEMATAGODA RAILWAY STATION)
792,70000,Used,Apple,iPhone 12,,iOS,64 GB,5G,Dual SIM,4 GB,Dual,Above 6 inches,,,,,Iphone 12 | Battery 72% | 64GB
793,48000,Used,Apple,iPhone XS Max,xs max,iOS,64 GB,,,,,,,,,,I phone xs max | 64 gb storage | Bttry health 81 original | All parts original | Condition like new 💯 | Prise 48000 | Call me
794,74000,Used,Apple,iPhone 12,128GB,iOS,128 GB,,Dual SIM,4 GB,Dual,,,,,"Bluetooth, Wifi, GPS",100% Condition | Red edition | Full set box | Battery health 77%
795,59500,Used,Apple,iPhone 11,,iOS,128 GB,,,,,,,,,,"IPhone 11 for sale 🔥🧀 | 128gb | Color - black 🖤 | Battery -73% 🔋(original battery health) | Phone with same IMEI box 📦 | Mint condition 💯 | No scratches, no dents 🧀👍 | Contact for more details -"
796,58500,Used,Apple,iPhone 11 Pro Max,256GB,,256 GB,4G,,,Triple,,,,,,iPhone 11pro max | 256GB | Good condition | No errors | Battery health 69% | Phone only | Note:Face ID not working
797,58000,Used,Apple,iPhone 11,,iOS,128 GB,4G,,4 GB,Quad,,,,,"USB Type-B Port, Fast Charging, Bluetooth, Wifi",iPhone 11 | Battery replaced (Helth 97%) | No issues | IOS 26.1.2 updated | Phone with free back cover and box
798,46999,Used,Apple,iPhone SE 2,Se,iOS,128 GB,4G,Dual SIM,4 GB,Quad,4 to 5 inches,,,,"Fast Charging, Bluetooth, Wifi, GPS, Fingerprint Sensor, Infrared port",කිසිම හීරීමක් නැහැ අලුතෙන් ගත්ත විදියටම තියනවා ගන්න එක්කෙනෙක් ඉන්නව නම් call එකක් ගන්න | Pixel 6a එකකට EX කරනවා තියන එක්කෙනෙක් ඉන්නවම් msg එකක් දාන්න | Orginl battery / 86 | Okkoma parys orginl | Ios 26.3 | 12 mp | 128 gb storeg | මේකේ කිසිම දෙයක් මාරු කරලා නැහෑ ඔයාට බය නැතුව ගන්න පුලුවන් හීරීමක්වත් නැහැ brand new විදියටම තියනවා. | අඩු කරලා දෙන්නම්
799,185000,Used,Apple,iPhone 14 Pro,1TB,,,,,,,,,,,,iPhone 14 Pro – 1TB | Gold | Full set with box | Phone is in excellent condition | No issues or errors | 100% fully functional | Battery health 99% | AppleCare warranty valid until February 2026
800,13500,Used,Apple,iPhone 7,,Android,128 GB,4G,Single SIM,4 GB,,,,,,,Finger & home button not work | 128GB | All apps work 100% | Exchange possible | Location - kattankudy
801,20000,Used,Apple,iPhone 7 Plus,,iOS,128 GB,,Single SIM,,Dual,,,,,,Phone and box | Ll/A version | Call for more information
802,22000,Used,Apple,iPhone SE 2,64,iOS,64 GB,,,3 GB,,,,,,,Urgent Sale | Phone & Original Box only | USA | Back Glass Small Crack | B. Health 77% Original. | Kohuwala
803,175000,Used,Apple,iPhone 13 Pro Max,512GB,iOS,,VoLTE,Dual VoLTE,,Triple,,,,,,Mint condition | All parts are original | Battery helth 96% | Call
804,60000,Used,Apple,iPhone 11,11,iOS,128 GB,5G,Dual SIM,,,,,,,"Fast Charging, Bluetooth, Wifi, GPS",I phone 11 | Rom 128 | Battery health 81 | Full box charger | Good condition 💯 | All parts original
805,16000,Used,Apple,iPhone 6S Plus,,iOS,,,,16 GB,,,,,,"Bluetooth, Wifi, GPS, Fingerprint Sensor, Infrared port",Phone is good condition
806,43000,Used,Apple,iPhone 11,128GB,iOS,128 GB,4G,Dual SIM,4 GB,Dual,,,,,"Flash Charging, Expandable Memory, Bluetooth, Wifi, GPS, Fingerprint Sensor, Infrared port",iphone 11 128gb | Face id 100% | True tone ok | Battery 73% | No any errors | Display & backglass replaced
807,40000,Used,Apple,iPhone SE 2,,iOS,128 GB,4G,Dual SIM,,,,,,,"Fast Charging, Bluetooth, Wifi, Fingerprint Sensor",Iphone se2 | Important device | No errors | Good condition
808,92000,Used,Apple,iPhone 12 Pro,12,iOS,256 GB,,Single SIM,,Triple,,,,,,Apple iPhone 12 Pro  (Used)
809,86500,Used,Apple,iPhone 13,128GB,iOS,128 GB,5G,,,Dual,,,,,Fast Charging,Navy blue iPhone 13 | 128 storage | Battery health 70%🔋 | All orignal parts NO replacement | IME BOX have | 1 free case
810,40000,Used,Apple,iPhone XS,,iOS,64 GB,4G,Dual SIM,4 GB,Dual,5.1 to 6 inches,,,,"Bluetooth, Wifi, GPS",Black colour | Battery health 75%
811,75000,Used,Apple,iPhone 11 Pro Max,64GB,iOS,64 GB,4G,,4 GB,Triple,Above 6 inches,4000 mAh,,,"Fast Charging, Bluetooth, Wifi, GPS",Full set same imi box original battery helth 84 | Original Display | Kisima aulak na phone eke ona taram chek karala ganna kisima ledak na
812,72000,Used,Apple,iPhone 12,,iOS,128 GB,,,,,,,,,"USB Type-B Port, USB Type-C Port, Fast Charging, Flash Charging, Expandable Memory, Bluetooth, Wifi, GPS, Fingerprint Sensor, Infrared port",adu padu na | Display Maru karala tiyanne original display Dala tiyanne | Battery 90%
813,50000,Used,Apple,iPhone XS,,iOS,256 GB,4G,Single SIM,4 GB,Dual,5.1 to 6 inches,4000 mAh,,,"USB Type-B Port, USB Type-C Port, Fast Charging, Flash Charging, Expandable Memory, Bluetooth, Wifi, GPS, Infrared port",Iphone xs 256 | Original display | Original battery helth 74 | Face id working | True tone working | No exchange
814,165000,Used,Apple,iPhone 15,128GB,iOS,128 GB,5G,Single SIM,6 GB,Dual,,5000 mAh,,,USB Type-C Port,iPhone 15 | Storage 128gb | Sky Blue | Brand New | Unboxed and activated not used | Battery charging count 01 | Selling due to money urgent
815,75000,Used,Apple,iPhone 11 Pro,11 Pro,iOS,256 GB,4G,,8 GB,Triple,,,,,,Iphone 11 pro | 🔴 battery health- 82% | 🔴256GB ram | 🔴 physical sim slot ( u can put esims as well)
816,158000,Used,Apple,iPhone 13 Pro Max,512GB,iOS,128 GB,5G,Dual SIM,,Triple,,,,,"Fast Charging, Bluetooth, Wifi, GPS","Iphone 13 Pro Max 512GB | Battery health 100% (Not replaced) | Cycle count 30 (3u tool report attached) | All parts original nothing replaced | 🛑From Applestore genuinely Phone to phone replace device | No any scratches or dents still brand new condition | Temperd glass, Backcover & Camera rings attached | ❌No exchanges only cash deals | Location Kelaniya & IDH (Colombo) | Don’t come low bowlers please welcome genuine buyers"
817,134000,Used,Apple,iPhone 13 Pro,,,256 GB,,,,,,,,,,13pro 256GB no scratches at all. Sierra Blue . Personally used bought it from Apple USA. Physical single sim and esim supported.
818,62000,Used,Apple,iPhone 11,128GB,iOS,128 GB,4G,Single SIM,,Dual,,,,,,Brand new condition
819,130000,Used,Apple,iPhone 13 Pro Max,,iOS,256 GB,,,,,,,,,,Good condition | Battery 82% | Phone only
820,13500,Used,Apple,iPhone 8 Plus,Apple,iOS,64 GB,,,,,,,,,,සල්ලි හදිස්සියකට දෙන්නෙ
821,290000,Used,Apple,iPhone 16 Pro Max,256GB,iOS,256 GB,5G,Dual SIM,8 GB,Triple,Above 6 inches,4000 mAh,,,"USB Type-C Port, Fast Charging, Bluetooth, Wifi, GPS",iphone 16 pro max | 256GB | Full set with Box | 92%Battery | Desert titanium
822,240000,Used,Apple,iPhone 16 Pro,Apple,iOS,256 GB,VoLTE,Dual SIM,,Triple,,,,,USB Type-C Port,Iphone 16pro | 256GB | BATTERY 88% | FULL SET BOX | CONDITION 96% | GLASS CRACK | NO HIDDEN ANY ERRORS
823,105000,Used,Apple,iPhone 13 Pro,256GB,iOS,256 GB,5G,,4 GB,Triple,4 to 5 inches,4000 mAh,,,"Flash Charging, Bluetooth, GPS",13 Pro 256GB | 100% Condition | 90+ Original Battery | Black Colour | Personal Used One | Camera Replace Only
824,174000,Used,Apple,iPhone 14 Pro Max,Apple,iOS,128 GB,5G,Dual SIM,,Triple,Above 6 inches,4000 mAh,,,"Fast Charging, Bluetooth, Wifi",I PHONE 14 PRO MAX | ⭕️Good condition💯 | ⭕️Storage 128GB | ⭕️All parts original💯 | ⭕️Space black | ⭕️Same imei box | ⭕️Battery health 86%🔋 | exchange 16 pro max + cash
825,185000,Used,Apple,iPhone 14 Pro Max,256GB,iOS,,,,,,,,,,,Apple iPhone 14 Pro Max | 256GB | 85% Battery Health | ZP/A Singapore Region | Mint condition | Unit only | No any errors
826,84500,Used,Apple,iPhone 12 Pro,128GB,,,,,,,,,,,,iPhone 12 Pro 128Gb | Bought brand new from Belgium! | Mint condition | Bh 87% original ( not boosted or replaced shit ) | Not a Dubai cheap iPhone you can check anyway you want | Nothing replaced | Perfect for someone looking for a genuine device | Unit only
827,55000,Used,Apple,iPhone 11,Red,iOS,128 GB,4G,Single SIM,,Dual,5.1 to 6 inches,,,,,🍎I Phone 11 | • 128 GB | • ⁠Display original 😍 | • ⁠Battery original 84% | • ⁠No replacement | • ⁠All original parts | • ⁠All sensors working 💯 | • ⁠Face id & tru ton 💯 | • ⁠චෙක් කරල ගන්න පුලුවන්. 👍 | • ⁠3 U Tool Report hav 98% | • ⁠Condition 🧀💯 | • ⁠Phone & Cable & Cover | • ⁠More details | • ⁠Location Galle | • ⁠Price 55k can nego
828,103900,Brand New,Apple,iPhone 13,Iphone 13,iOS,128 GB,5G,Dual SIM,,Dual,,,,,"Fast Charging, Expandable Memory, Bluetooth, Wifi","Price down,,, hurry up.....‼️ | Iphone 13 | 128GB | Rs.103900/= | කොපි කල හැක සම කල නොහැක | ඔරියන්ට් මොබයිල්. | # Company Warranty, | # Trcsl Approved , | ✔ 100% Brand New Sealed Box With Untouched Original Accessories.😎 | ★International Version | ★ Brand new Sealed Pack | ★ 100% Genuine | ★ Original  Phones | ★ Warranty (Hardware & Software). | ★ The Lowest Price in Sri Lanka | ★ Delivery Can Be Arranged⚡⚡⚡🤩 | ##Credit Card Payment & Credit Card Installment Available.⚡ | දවසින් දවස මිල ගනන් වෙනස්වේ අඩුම මිල ගනන්සදහා අපව අමතන්න | මෙම විශේෂ දීමනාව තොග අවසන් වනතුරු පමණයි*** | මෙම දීමනා මිලදී ගැනිමෙදි මෙම post එක ඉදිරිපත් කරන්න. | 🏷දිවයිනේ ඕනෑම ප්‍රදේශයකට ඩිලිවරි කරනු ලැබේ . | 🏷දුරකතනය ලැබුනු පසු මුදල් ගෙවීමේ හැකියාව. | 🏷වැඩකරන දින 3ක් ඇතුලත ඔබේ අතටම දුරකතනය ලැබේ. | 🏷අනුරාධපුරයට ආසන්නයේ ඔබ සිටීනම් ඔබට පැමින දුරකතන ලබා ගත හැක . | 🚀ඔබට දුරකථනයක් ගෙන්වා ගැනීමට අවශ්‍ය නම් | ◻️නම | ◻️ලිපිනය | ◻️දුරකතන අංක 2ක් | ◻️හැaàදුනුම්පත් අංකය | ◻️හැදුනුම්පතේ චායාරූපයක්. | With | +  වට්සැප් මැසේජ් එකක් | ##ලංකාවේ අඩුම සහ හොදම මිල..## | No 1 Retailer in Anuradhapura  Sri Lanka ,,,##The Orient mobile##,,, | "" මතකනේ Place එක ??? | Orient Mobile Anuradhapura :- | 🚧 561/8 විදුලි බල මණ්ඩලය ඉදිරිපිට,මෛත්‍රිපාල සේනානායක මාවත,නව බස් නැවතුම්පළ, අනුරාධපුරය | ( අනුරාධපුර Domino's Pizza අසළ ) | ☎️ | Orient Mobile Thambuttegama :- | 🚧 322 කොමර්ෂල් බැංකුව | ඉදිරි පිට,   කුරුණෑගල පාර | රැජින හංදිය | තඹුත්තේගම. | (වාසනා කේක් කඩය අසල) | ☎️ | ● ORIENT MOBILE - SINCE 2010 ● | ●ලංකාවේ අඩුම සහ හොදම මිල | 🇱🇰No 1 Retailer in Anuradhapura & Thabuttegama, Sri Lanka. | 🤍"" රජරටින් හොඳම ෆෝන් අඩුම මිලට Orient Mobile Srilanka වෙතින්ම පමණයි!!."""
829,990,Brand New,Apple,,,,,,,,,,,,"Phone Cases (Silicone, Leather, Rugged)",,. දෙල්ගොඩ SD mobile
830,23500,Used,Apple,iPhone X,256GB,,,,,,,,,,,,I phone X 256 GB | FACE ID AND TRUE TONE ERROR | DISPLAY SMALL CRACK | wena ksima awulk na phone  eke | Exchange ok i Phone + Cash | Location yakkala
831,38000,Used,Apple,iPhone X,,,,,,,,,,,,,Hodatama thiyenawa | 256GB | All parts original
832,125000,Used,Apple,iPhone 13 Pro,,iOS,128 GB,5G,,,Triple,,,,,,iPhone 13 pro | 128GB | BH 91 | NO ERROR | NO REPLACEMENT | CHEESE CONDITIONS | PHONE ONLY
833,58000,Used,Apple,iPhone XS,,iOS,256 GB,4G,,,,,,,,,Good condition
834,127000,Used,Apple,iPhone 13 Pro,256GB,iOS,256 GB,5G,Dual SIM,,Triple,,,,,"Fast Charging, Bluetooth, Wifi",I Phone 13 Pro | Alpine Green 🟢 | Original Battery Replace 💯 | Condition 💯 | Same imei Box | No error | Exchange කරන්නෙ නෑ 🚫
835,99500,Used,Apple,iPhone 13,Iphone 13,iOS,128 GB,5G,Dual SIM,6 GB,Dual,Above 6 inches,,,,"Fast Charging, Flash Charging, Bluetooth, Wifi, GPS",Apple 🍎 | IPhone 13 | 128gb | Top Condition 💯 | White Colour | Bettery 94% | All working perfectly | No any errors | Cash on delivery | fasf delivery 🛵
836,75000,Used,Apple,iPhone 12 Pro Max,,iOS,256 GB,,,6 GB,,,,,,,256GB Glod | Condition             =98✅ | Bettery Helth       =73✅ (Original Bettery) | Samall glass craked | Price                      = Rs.75000 | Hodatama thiyanawa
837,168000,Used,Apple,iPhone 14 Pro Max,14 pro max,iOS,256 GB,5G,Dual SIM,8 GB,Triple,5.1 to 6 inches,5000 mAh,,,"Fast Charging, Bluetooth, Wifi, GPS",iPhone 14 Pro Max | All original parts 💯 | 256 GB storage | Battery health 88🔋 | ZP/A version | Note : Display service by Apple Store | Full set available | Urgent selling | Full set available
838,19000,Used,Apple,iPhone 7 Plus,128GB,iOS,128 GB,,Single SIM,,,,,,,"Bluetooth, Fingerprint Sensor","all working finger print , original dispaly only battery replaced call for more details"
839,93000,Used,Apple,iPhone 13,,iOS,,,,,,,,,,,iPhone 13 | 128GB | 89% Battery 🔋
840,200000,Used,Apple,iPhone 16,IPhone 16,,,,,,,,,,,,"✨ iPhone 16 – Almost Brand New | 100% Battery Health | White ✨ | Selling my iPhone 16 in perfect, barely-used condition. | 📱 Details: | • Color: White | • Battery Health: 100% | • Cycle Count: Only 63 | • Manufactured: August 2025 | • First Used: November 2025 | • Condition: Like new – no scratches, no issues | • Everything works perfectly | • AppleCare Warranty available | I hardly used this phone, and it’s in excellent condition. Selling only because I’m upgrading to the iPhone 17 Pro. | 🔹 Serious buyers only | 🔹 Can be inspected before purchase | 🔹 Price: LKR 200,000/- | DM for more details or pictures."
841,118000,Used,Apple,iPhone 14,,iOS,128 GB,5G,Single SIM,,Dual,,,,,,Iphone 14 | Same iemi box | 128 gb
842,302000,Used,Apple,iPhone 16 Pro Max,,,256 GB,,,,,,,,,,I PHONE 16 PRO MAX 256GB | BATTERY HEALTH 99% | CYCLE COUNT 196 | APPLE CARE WARRENTY AVAILABLE 4 MONTHS | WITH SAME IMEI BOX | BRAND NEW CONDITION.
843,97990,Used,Apple,iPhone 12 Pro,128GB,iOS,128 GB,5G,Single SIM,6 GB,Triple,Above 6 inches,,,,"USB Type-C Port, Bluetooth, Wifi, GPS","📱📱📱📱 ICM MOBILE & COMPUTERS 📱📱📱📱 | 💪වසර 10ක්  පුරා නොබිදුනු පාරිභෝගික විශ්වාසය සමගින් | උසස්ම තත්වයේ ආනයනය කරන ලද  ජංගම දුරකථන අඩුම මිලට වගකීමක් සහිතව අපෙන්.. | 🏆 Premium Pre-Owned iPhone 12 PRO  – Now Available! | ICM MOBILE | Trusted Quality | Reliable Service | 📱 Product Specifications: | ✔ Model:  IPHONE 12 PRO ( 128GB ) | 🔹 6GB RAM | 🔹 128GB  Storage | 🔹 5G Network | ✔ Condition: BRAND NEW CONDITIONS (FULLY INSPECTED) | 🔥වසර 10ක විස්වාසයත් සමග ඉතා ඉහළ සේවාවක් ඔබ වෙත ලබාදීමට අප සෑම විටම කැපවී සිටින්නෙමු . | 🛡️ මෙම මිල ගනන් ඉතා කෙටි දිනක් සඳහා පමණයි 🛡️ | 📢 *සැලකිය යුතුයි!* | 👉 ඔබ සොයන්නේ අඩු මිලට අඩු ගුණාත්මකභාවයක්ද? | නැත්නම් 💎 සාධාරණ මිලකට උසස් තත්ත්වයේ දුරකතනයක්ද? | 🛑 වෙලදපොලේ “Refurbished” දුරකතන වලට අහුවෙන්න එපා! | අප වෙතින් ලැබෙන සියලු දුරකතන | 🔹 නිෂ්පාදන සමාගම් විසින් සහතික කළ | 🔹 කිසිදු අලුත් වැඩියාවකට ලක් නොවූ | 🔹 උසස් තත්ත්වයේ අලුත් දුරකතන වේ. | 💰 අඩු මිලට බාල, ව්‍යාජ දුරකතන වලට ඔබගේ මුදල් වැය නොකර | 📲 *නියම තත්ත්වයේ හොඳම දුරකතන ලබාගන්න!* | ලංකාවේ හොඳම මිල හා අසමසම වගකීම අප වෙතින් පමණි! | 💼 *තොග ගැණුම් කරුවන්ට විශේෂ වට්ටම්!* | 👉සෑම මිලදී ගැනීමක් සමගම Temperd glass 1ක් සහ Back cover 1ක් නොමිලේ. | Card Payments Acceptable (𝑻𝒆𝒓𝒎𝒔 & 𝑪𝒐𝒏𝒅𝒊𝒕𝒊𝒐𝒏 𝑨𝒑𝒑𝒍𝒚).. | 🔴 වසර 10 කට වඩා වැඩි අලෙවිය සහ විස්වාසනීය සේවා සැපයීමේ පුරෝගමියා වන අපගේ අද්විතීය හා පලපුරුදු සේවාවන් ඔබත් ලබාගන්න.."
844,96000,Used,Apple,iPhone 13,,iOS,128 GB,5G,Single SIM,,,,,,,"Bluetooth, Wifi, GPS",Iphone 13🍎 | 🔰All part original 🧀 | 🔰128GB | 🔰Face id working perfectly | 🔰Bh 81% | 🔰No any errors | 🔰Price can nego | 🔰Same imei box | 🔰more details 📥
845,40000,Used,Apple,iPhone 11,,iOS,128 GB,4G,Dual SIM,4 GB,Dual,4 to 5 inches,4000 mAh,,,"USB Type-B Port, Fast Charging, Expandable Memory, Bluetooth, Wifi, GPS",Iphone 11 for sale👍 | face id erro😔 | display colour patch😔 | no any erros and issue 😊 | no ex cash only😍
846,30000,Used,Apple,iPhone 7 Plus,Apple,iOS,256 GB,4G,Single SIM,3 GB,Dual,5.1 to 6 inches,4000 mAh,,,"Bluetooth, Wifi, GPS, Fingerprint Sensor",iPhone 7plus | 256gb storage | 🔋77% | Finger work 💯 | Condition 💯👍 | LLA version | Black | Best price
847,110000,Used,Apple,iPhone 14,,iOS,128 GB,,,6 GB,Dual,Above 6 inches,5000 mAh,,,"Fast Charging, Wifi, GPS, Fingerprint Sensor","I phone 14 | No damages, No scratchs | Battery 84% | Storage 128 GB | Only phone | Excellent 12 MP camera with 4K video."
848,28000,Used,Apple,iPhone 8,,iOS,256 GB,4G,Single SIM,8 GB,Quad,4 to 5 inches,4000 mAh,,,,Good condition 👍
849,28000,Used,Apple,iPhone 8,64GB,iOS,64 GB,4G,Single SIM,,,4 to 5 inches,,,,"Bluetooth, Wifi, GPS, Fingerprint Sensor",64GB. | All parts original. | Battery health 76. | Salli hadissiyak😥
850,100000,Used,Apple,iPhone 13 mini,512GB,iOS,,5G,Dual SIM,,Dual,,,,,"Fast Charging, Bluetooth, Wifi, GPS, Infrared port",512GB ROM | FACE ID 100% | Battery health 84% | Wena kisima awulk nh
